period,part_svyid,group,awakening_christian_faith,overall_course,discovery_relevancy,discovery_recommend,la_vida_powerful_exp
2021 SP,40701769091,Core,3,3,NA,NA,NA
2021 SP,28646869621,Core,5,5,NA,NA,NA
2021 SP,2805298641,Core,5,4,NA,NA,NA
2021 SP,42734005481,Core,4,4,NA,NA,NA
2021 SP,24771805691,Core,1,2,NA,NA,NA
2021 SP,29310064241,Core,4,4,NA,NA,NA
2021 SP,8194003151,Core,3,3,NA,NA,NA
2021 SP,37387917671,Core,3,3,NA,NA,NA
2021 SP,15310574801,Core,4,4,NA,NA,NA
2021 SP,36486112881,Core,4,5,NA,NA,NA
2021 SP,11904627641,Core,2,3,NA,NA,NA
2021 SP,1162158911,Core,4,4,NA,NA,NA
2021 SP,40819638811,Core,3,3,NA,NA,NA
2021 SP,40709079661,Core,4,4,NA,NA,NA
2021 SP,21148729811,Core,2,3,NA,NA,NA
2021 SP,28723723011,Core,3,4,NA,NA,NA
2021 SP,32261635721,Core,4,4,NA,NA,NA
2021 SP,35098582441,Core,5,5,NA,NA,NA
2021 SP,2421491561,Core,5,4,NA,NA,NA
2021 SP,38344814291,Core,4,4,NA,NA,NA
2021 SP,38320245781,Core,5,5,NA,NA,NA
2021 SP,40356783861,Core,4,4,NA,NA,NA
2021 SP,17339046981,Core,5,4,NA,NA,NA
2021 SP,3232044791,Core,4,4,NA,NA,NA
2021 SP,34089223281,Core,4,4,NA,NA,NA
2021 SP,13794896341,Core,4,5,NA,NA,NA
2021 SP,31260810111,Core,5,5,NA,NA,NA
2021 SP,18836258941,Core,3,5,NA,NA,NA
2021 SP,36689287851,Core,4,5,NA,NA,NA
2021 SP,32176881811,Core,4,5,NA,NA,NA
2021 SP,11349669551,Core,3,4,NA,NA,NA
2021 SP,14378884031,Core,3,3,NA,NA,NA
2021 SP,36523637141,Core,5,4,NA,NA,NA
2021 SP,9351180621,Core,4,4,NA,NA,NA
2021 SP,27858777231,Core,5,5,NA,NA,NA
2021 SP,21781193261,Core,4,4,NA,NA,NA
2021 SP,11592711611,Core,5,5,NA,NA,NA
2021 SP,32323390751,Core,4,4,NA,NA,NA
2021 SP,33910579151,Core,4,3,NA,NA,NA
2021 SP,13605475101,Core,2,3,NA,NA,NA
2021 SP,13146369371,Core,4,4,NA,NA,NA
2021 SP,26899675251,Core,4,4,NA,NA,NA
2021 SP,42115638121,Core,5,4,NA,NA,NA
2021 SP,21884614971,Core,5,5,NA,NA,NA
2021 SP,42233303391,Core,3,4,NA,NA,NA
2021 SP,30108728531,Core,3,2,NA,NA,NA
2021 SP,5820996971,Core,4,5,NA,NA,NA
2021 SP,19036054891,Core,4,5,NA,NA,NA
2021 SP,39444453851,Core,4,4,NA,NA,NA
2021 SP,13760592811,Core,5,4,NA,NA,NA
2021 SP,26697889671,Core,4,5,NA,NA,NA
2021 SP,6050578271,Core,3,4,NA,NA,NA
2021 SP,12189342051,Core,1,3,NA,NA,NA
2021 SP,41837308351,Core,5,4,NA,NA,NA
2021 SP,14922305441,Core,4,5,NA,NA,NA
2021 SP,32092683751,Core,2,4,NA,NA,NA
2021 SP,10499178631,Core,3,4,NA,NA,NA
2021 SP,16332381571,Core,4,4,NA,NA,NA
2021 SP,18077156801,Core,2,4,NA,NA,NA
2021 SP,5497363801,Core,4,5,NA,NA,NA
2021 SP,3644565481,Core,5,5,NA,NA,NA
2021 SP,3433266391,Core,5,5,NA,NA,NA
2021 SP,30340185681,Core,5,5,NA,NA,NA
2021 SP,12202347101,Core,5,5,NA,NA,NA
2021 SP,15241753961,Core,5,5,NA,NA,NA
2021 SP,3950222281,Core,5,4,NA,NA,NA
2021 SP,25596091101,Core,4,4,NA,NA,NA
2021 SP,14088384491,Core,3,4,NA,NA,NA
2021 SP,17301610121,Core,5,5,NA,NA,NA
2021 SP,3749565111,Core,4,4,NA,NA,NA
2021 SP,20271905141,Core,4,4,NA,NA,NA
2021 SP,33296078991,Core,5,5,NA,NA,NA
2021 SP,30998989821,Core,4,5,NA,NA,NA
2021 SP,15539916451,Core,5,5,NA,NA,NA
2021 SP,31052498371,Core,5,4,NA,NA,NA
2021 SP,15559220131,Core,3,4,NA,NA,NA
2021 SP,7943956771,Core,5,4,NA,NA,NA
2021 SP,29864048061,Core,3,4,NA,NA,NA
2021 SP,31151623541,Core,5,5,NA,NA,NA
2021 SP,8811599611,Core,5,4,NA,NA,NA
2021 SP,28134140361,Core,5,4,NA,NA,NA
2021 SP,35763377861,Core,4,4,NA,NA,NA
2021 SP,6671757881,Core,5,4,NA,NA,NA
2021 SP,35979057301,Core,2,2,NA,NA,NA
2021 SP,1227985621,Core,5,4,NA,NA,NA
2021 SP,42673332751,Core,4,4,NA,NA,NA
2021 SP,19392809681,Core,5,4,NA,NA,NA
2021 SP,35251600691,Core,3,1,NA,NA,NA
2021 SP,5322956061,Core,4,4,NA,NA,NA
2021 SP,17642613201,Core,4,5,NA,NA,NA
2021 SP,20808345471,Core,5,5,NA,NA,NA
2021 SP,8775876641,Core,4,5,NA,NA,NA
2021 SP,31084301171,Core,4,5,NA,NA,NA
2021 SP,7150903711,Core,3,4,NA,NA,NA
2021 SP,41276845781,Core,4,5,NA,NA,NA
2021 SP,30333039591,Core,3,3,NA,NA,NA
2021 SP,20645170911,Core,2,3,NA,NA,NA
2021 SP,1541705521,Core,5,5,NA,NA,NA
2021 SP,19810495811,Core,4,4,NA,NA,NA
2021 SP,17028506031,Core,1,1,NA,NA,NA
2021 SP,41230289221,Core,2,3,NA,NA,NA
2021 SP,6686412161,Core,3,4,NA,NA,NA
2021 SP,27455763601,Core,4,3,NA,NA,NA
